LoanId,Amount,Grade,Grade_Score,Home,Income,Income_Bracket,Status,Default_Flag,Reason,DebtIncRat,DTI_Risk_Category,Loan_Size_Category,Income_to_Loan_Ratio,Risk_Score,Overall_Risk_Category
329572,"9,000",B,2,RENT,"70,000",Medium,Current,0,debt_consolidation,17.9,Low Risk,Medium,12.86,8.56,LOW RISK
219986,"6,000",B,2,MORTGAGE,"57,200",Medium,Charged Off,1,credit_card,12.46,Low Risk,Medium,10.49,6.18,LOW RISK
407066,"15,825",E,5,RENT,"36,000",Low,Charged Off,1,credit_card,34.83,Medium Risk,Large,43.96,16.53,MEDIUM RISK
376869,"18,000",B,2,RENT,"92,083",High,Fully Paid,0,debt_consolidation,9.24,Low Risk,Large,19.55,5.1,LOW RISK
145020,"12,000",B,2,OWN,"64,000",Medium,Fully Paid,0,debt_consolidation,20.55,Medium Risk,Medium,18.75,9.22,LOW RISK
417330,"12,000",C,3,RENT,"55,000",Medium,Current,0,debt_consolidation,3.82,Low Risk,Medium,21.82,3.33,LOW RISK
232780,"11,000",B,2,RENT,"35,000",Low,Fully Paid,0,debt_consolidation,14.16,Low Risk,Medium,31.43,7.06,LOW RISK
294158,"19,000",A,1,MORTGAGE,"55,000",Medium,Current,0,debt_consolidation,21.8,Medium Risk,Large,34.55,9.52,LOW RISK
261456,"12,000",B,2,RENT,"75,000",Medium,Fully Paid,0,debt_consolidation,19.3,Low Risk,Medium,16,9.12,LOW RISK
144710,"19,900",B,2,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,16.18,Low Risk,Large,39.8,7.67,LOW RISK
161741,"18,350",A,1,MORTGAGE,"48,000",Medium,Charged Off,1,credit_card,23.6,Medium Risk,Large,38.23,10.24,MEDIUM RISK
115011,"14,000",B,2,RENT,"80,000",High,Fully Paid,0,debt_consolidation,21.59,Medium Risk,Medium,17.5,10.04,MEDIUM RISK
282083,"15,000",C,3,RENT,"170,000",High,Charged Off,1,debt_consolidation,12.84,Low Risk,Large,8.82,6.94,LOW RISK
397828,"12,000",C,3,MORTGAGE,"43,000",Medium,Charged Off,1,debt_consolidation,33.02,Medium Risk,Medium,27.91,14.81,MEDIUM RISK
266910,"22,800",B,2,RENT,"56,700",Medium,Current,0,debt_consolidation,14.1,Low Risk,Large,40.21,7.04,LOW RISK
183385,"8,000",C,3,RENT,"60,000",Medium,Fully Paid,0,debt_consolidation,30.4,Medium Risk,Medium,13.33,13.96,MEDIUM RISK
140680,"19,000",E,5,MORTGAGE,"60,000",Medium,Fully Paid,0,debt_consolidation,15.22,Low Risk,Large,31.67,8.49,LOW RISK
360454,"5,000",A,1,MORTGAGE,"84,000",High,Fully Paid,0,major_purchase,12.1,Low Risk,Medium,5.95,5.64,LOW RISK
228501,"35,000",C,3,MORTGAGE,"150,000",High,Fully Paid,0,debt_consolidation,26.34,Medium Risk,Large,23.33,12.14,MEDIUM RISK
612073,"12,000",B,2,RENT,"129,000",High,Fully Paid,0,other,13.9,Low Risk,Medium,9.3,6.96,LOW RISK
410784,"10,500",D,4,RENT,"25,000",Low,Current,0,debt_consolidation,29,Medium Risk,Medium,42,13.8,MEDIUM RISK
285128,"14,400",D,4,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,29.26,Medium Risk,Medium,28.8,13.7,MEDIUM RISK
188948,"14,950",B,2,MORTGAGE,"60,000",Medium,Fully Paid,0,credit_card,8.24,Low Risk,Medium,24.92,4.5,LOW RISK
23923,"21,000",C,3,RENT,"95,000",High,Late (31-120 days),0,debt_consolidation,22.88,Medium Risk,Large,22.11,10.95,MEDIUM RISK
357815,"7,450",D,4,RENT,"38,000",Low,Current,0,debt_consolidation,16.27,Low Risk,Medium,19.61,8.71,LOW RISK
209042,"14,000",D,4,MORTGAGE,"82,000",High,Fully Paid,0,debt_consolidation,31.52,Medium Risk,Medium,17.07,14.61,MEDIUM RISK
313861,"8,075",D,4,OWN,"54,000",Medium,Current,0,debt_consolidation,21.6,Medium Risk,Medium,14.95,10.44,MEDIUM RISK
142765,"10,100",D,4,MORTGAGE,"70,000",Medium,Fully Paid,0,credit_card,11.42,Low Risk,Medium,14.43,6.57,LOW RISK
58317,"12,000",D,4,RENT,"63,000",Medium,Charged Off,1,debt_consolidation,24.42,Medium Risk,Medium,19.05,11.97,MEDIUM RISK
520122,"21,000",C,3,MORTGAGE,"180,000",High,Current,0,debt_consolidation,14.61,Low Risk,Large,11.67,7.44,LOW RISK
113798,"18,000",B,2,MORTGAGE,"75,000",Medium,Fully Paid,0,debt_consolidation,18.46,Low Risk,Large,24,8.58,LOW RISK
522842,"9,600",A,1,MORTGAGE,"95,000",High,Fully Paid,0,debt_consolidation,12.66,Low Risk,Medium,10.11,5.86,LOW RISK
24105,"14,475",C,3,RENT,"33,000",Low,Charged Off,1,debt_consolidation,15.6,Low Risk,Medium,43.86,8.04,LOW RISK
552728,"1,400",C,3,MORTGAGE,"46,000",Medium,Fully Paid,0,other,8.82,Low Risk,Small,3.04,5.13,LOW RISK
536104,"12,000",B,2,RENT,"52,000",Medium,Fully Paid,0,debt_consolidation,26.17,Medium Risk,Medium,23.08,11.87,MEDIUM RISK
585667,"7,000",C,3,RENT,"27,040",Low,Fully Paid,0,debt_consolidation,18.2,Low Risk,Medium,25.89,9.08,LOW RISK
244221,"11,900",C,3,RENT,"44,000",Medium,Current,0,debt_consolidation,13.34,Low Risk,Medium,27.05,7.14,LOW RISK
199855,"8,075",D,4,OWN,"35,000",Low,Fully Paid,0,other,19.72,Low Risk,Medium,23.07,9.69,LOW RISK
599603,"5,000",A,1,MORTGAGE,"120,000",High,Current,0,home_improvement,34.8,Medium Risk,Medium,4.17,14.72,MEDIUM RISK
209544,"6,125",C,3,OWN,"52,000",Medium,Fully Paid,0,major_purchase,15.46,Low Risk,Medium,11.78,7.58,LOW RISK
603747,"17,900",B,2,MORTGAGE,"290,000",High,Fully Paid,0,major_purchase,6.65,Low Risk,Large,6.17,3.86,LOW RISK
393467,"35,000",C,3,MORTGAGE,"130,000",High,Current,0,debt_consolidation,25.74,Medium Risk,Large,26.92,11.9,MEDIUM RISK
379195,"3,000",B,2,MORTGAGE,"60,000",Medium,Charged Off,1,debt_consolidation,14.28,Low Risk,Small,5,6.91,LOW RISK
480011,"21,500",E,5,RENT,"43,000",Medium,Charged Off,1,debt_consolidation,34.55,Medium Risk,Large,50,16.42,MEDIUM RISK
260779,"14,000",B,2,MORTGAGE,"103,000",High,Current,0,credit_card,7.08,Low Risk,Medium,13.59,4.03,LOW RISK
239502,"33,750",D,4,MORTGAGE,"67,500",Medium,Current,0,credit_card,38.05,High Risk,Large,50,17.22,MEDIUM RISK
281353,"27,350",D,4,RENT,"60,000",Medium,Fully Paid,0,credit_card,13.02,Low Risk,Large,45.58,7.41,LOW RISK
219244,"35,000",E,5,MORTGAGE,"102,448",High,Fully Paid,0,debt_consolidation,11.34,Low Risk,Large,34.16,6.94,LOW RISK
455479,"14,000",D,4,RENT,"28,000",Low,Current,0,debt_consolidation,10.67,Low Risk,Medium,50,6.47,LOW RISK
174991,"10,000",C,3,MORTGAGE,"81,000",High,Fully Paid,0,other,10.96,Low Risk,Medium,12.35,5.98,LOW RISK
556874,"20,000",B,2,RENT,"50,000",Medium,Fully Paid,0,credit_card,24.63,Medium Risk,Large,40,11.25,MEDIUM RISK
607351,"24,000",B,2,MORTGAGE,"49,000",Medium,Current,0,debt_consolidation,28.95,Medium Risk,Large,48.98,12.78,MEDIUM RISK
303195,"10,100",D,4,MORTGAGE,"50,000",Medium,Current,0,debt_consolidation,38.21,High Risk,Medium,20.2,17.28,MEDIUM RISK
3960,"22,000",B,2,MORTGAGE,"65,000",Medium,Fully Paid,0,debt_consolidation,10.58,Low Risk,Large,33.85,5.43,LOW RISK
613843,"14,000",D,4,MORTGAGE,"45,000",Medium,Fully Paid,0,debt_consolidation,13.31,Low Risk,Medium,31.11,7.32,LOW RISK
282814,"35,000",A,1,OWN,"152,000",High,Fully Paid,0,major_purchase,4.35,Low Risk,Large,23.03,2.34,LOW RISK
543630,"35,000",C,3,MORTGAGE,"94,599",High,Current,0,debt_consolidation,26.5,Medium Risk,Large,37,12.2,MEDIUM RISK
336174,"14,675",D,4,MORTGAGE,"44,000",Medium,Fully Paid,0,debt_consolidation,35.54,High Risk,Medium,33.35,16.22,MEDIUM RISK
313205,"10,000",A,1,RENT,"52,000",Medium,Current,0,debt_consolidation,15.86,Low Risk,Medium,19.23,7.34,LOW RISK
94386,"9,500",E,5,MORTGAGE,"70,000",Medium,Fully Paid,0,other,21.6,Medium Risk,Medium,13.57,11.04,MEDIUM RISK
37807,"15,000",B,2,MORTGAGE,"63,000",Medium,Fully Paid,0,debt_consolidation,20.57,Medium Risk,Large,23.81,9.43,LOW RISK
424121,"20,225",F,6,OWN,"46,000",Medium,Current,0,debt_consolidation,30.97,Medium Risk,Large,43.97,14.99,MEDIUM RISK
243727,"30,000",C,3,MORTGAGE,"78,000",Medium,Current,0,debt_consolidation,20.54,Medium Risk,Large,38.46,9.82,LOW RISK
16042,"12,000",A,1,MORTGAGE,"42,000",Medium,Fully Paid,0,credit_card,22.46,Medium Risk,Medium,28.57,9.78,LOW RISK
48826,"11,200",D,4,MORTGAGE,"25,000",Low,Fully Paid,0,debt_consolidation,23.62,Medium Risk,Medium,44.8,11.45,MEDIUM RISK
541667,"30,225",B,2,MORTGAGE,"275,000",High,Fully Paid,0,home_improvement,17.24,Low Risk,Large,10.99,8.1,LOW RISK
479090,"17,000",C,3,MORTGAGE,"75,000",Medium,Fully Paid,0,credit_card,19.73,Low Risk,Large,22.67,9.49,LOW RISK
31396,"16,800",A,1,MORTGAGE,"113,000",High,Fully Paid,0,debt_consolidation,7.65,Low Risk,Large,14.87,3.86,LOW RISK
473074,"4,550",D,4,MORTGAGE,"45,000",Medium,Current,0,debt_consolidation,7.25,Low Risk,Small,10.11,4.9,LOW RISK
9009,"8,000",C,3,RENT,"25,000",Low,Fully Paid,0,debt_consolidation,33.65,Medium Risk,Medium,32,15.26,MEDIUM RISK
398616,"18,000",B,2,OWN,"110,000",High,Fully Paid,0,credit_card,8.22,Low Risk,Large,16.36,4.29,LOW RISK
145211,"11,500",C,3,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,33.29,Medium Risk,Medium,23,14.92,MEDIUM RISK
404836,"35,000",B,2,MORTGAGE,"104,000",High,Fully Paid,0,credit_card,28.73,Medium Risk,Large,33.65,12.69,MEDIUM RISK
368225,"14,000",B,2,MORTGAGE,"56,000",Medium,Fully Paid,0,other,10.74,Low Risk,Medium,25,5.5,LOW RISK
331094,"22,000",D,4,RENT,"50,000",Medium,Fully Paid,0,debt_consolidation,7.63,Low Risk,Large,44,5.25,LOW RISK
167900,"23,200",B,2,RENT,"73,311",Medium,Charged Off,1,debt_consolidation,12.49,Low Risk,Large,31.65,6.4,LOW RISK
234166,"12,500",B,2,RENT,"54,000",Medium,Fully Paid,0,debt_consolidation,24.64,Medium Risk,Medium,23.15,11.26,MEDIUM RISK
187892,"9,600",B,2,RENT,"57,428",Medium,Fully Paid,0,debt_consolidation,24.01,Medium Risk,Medium,16.72,11,MEDIUM RISK
123972,"15,000",B,2,MORTGAGE,"80,000",High,Fully Paid,0,credit_card,19.62,Low Risk,Large,18.75,9.05,LOW RISK
411368,"12,000",C,3,RENT,"50,000",Medium,Current,0,debt_consolidation,15.65,Low Risk,Medium,24,8.06,LOW RISK
7028,"15,000",D,4,RENT,"55,000",Medium,Charged Off,1,debt_consolidation,19.49,Low Risk,Large,27.27,10,MEDIUM RISK
94488,"5,000",E,5,RENT,"18,000",Low,Fully Paid,0,debt_consolidation,11,Low Risk,Medium,27.78,7,LOW RISK
332329,"18,000",A,1,MORTGAGE,"74,000",Medium,Current,0,debt_consolidation,25.02,Medium Risk,Large,24.32,10.81,MEDIUM RISK
303899,"6,000",B,2,MORTGAGE,"120,000",High,Fully Paid,0,debt_consolidation,27.31,Medium Risk,Medium,5,12.12,MEDIUM RISK
339946,"9,000",B,2,RENT,"24,000",Low,Charged Off,1,credit_card,20.6,Medium Risk,Medium,37.5,9.64,LOW RISK
450656,"30,000",B,2,MORTGAGE,"74,000",Medium,Fully Paid,0,credit_card,24.06,Medium Risk,Large,40.54,10.82,MEDIUM RISK
652391,"19,200",E,5,OWN,"38,400",Low,Current,0,debt_consolidation,12.44,Low Risk,Large,50,7.18,LOW RISK
619070,"15,825",C,3,MORTGAGE,"60,000",Medium,Fully Paid,0,debt_consolidation,23,Medium Risk,Large,26.38,10.8,MEDIUM RISK
621404,"20,000",C,3,MORTGAGE,"69,250",Medium,Fully Paid,0,debt_consolidation,22.67,Medium Risk,Large,28.88,10.67,MEDIUM RISK
446385,"20,000",C,3,OWN,"86,000",High,Current,0,debt_consolidation,21.39,Medium Risk,Large,23.26,9.96,LOW RISK
480281,"12,700",C,3,MORTGAGE,"45,000",Medium,Current,0,debt_consolidation,24.8,Medium Risk,Medium,28.22,11.52,MEDIUM RISK
624243,"8,500",A,1,OWN,"28,000",Low,Fully Paid,0,credit_card,15,Low Risk,Medium,30.36,6.6,LOW RISK
135222,"15,000",B,2,RENT,"180,000",High,Fully Paid,0,debt_consolidation,3.71,Low Risk,Large,8.33,2.88,LOW RISK
440244,"6,000",C,3,RENT,"44,000",Medium,Fully Paid,0,credit_card,7.47,Low Risk,Medium,13.64,4.79,LOW RISK
63730,"18,000",E,5,OWN,"42,000",Medium,Current,0,debt_consolidation,17.23,Low Risk,Large,42.86,9.09,LOW RISK
325367,"8,000",A,1,RENT,"35,000",Low,Current,0,debt_consolidation,22.09,Medium Risk,Medium,22.86,9.84,LOW RISK
7842,"6,450",B,2,MORTGAGE,"40,000",Medium,Fully Paid,0,debt_consolidation,10.65,Low Risk,Medium,16.13,5.46,LOW RISK
104306,"5,000",B,2,RENT,"35,000",Low,Fully Paid,0,debt_consolidation,14.4,Low Risk,Medium,14.29,7.16,LOW RISK
71996,"24,000",A,1,OWN,"56,000",Medium,Fully Paid,0,debt_consolidation,16.96,Low Risk,Large,42.86,7.38,LOW RISK
523883,"10,000",A,1,MORTGAGE,"110,400",High,Current,0,home_improvement,6.79,Low Risk,Medium,9.06,3.52,LOW RISK
244576,"12,000",C,3,RENT,"62,000",Medium,Charged Off,1,debt_consolidation,11.17,Low Risk,Medium,19.35,6.27,LOW RISK
411437,"7,500",F,6,OWN,"55,000",Medium,Fully Paid,0,medical,20.27,Medium Risk,Medium,13.64,10.71,MEDIUM RISK
497041,"6,125",B,2,MORTGAGE,"64,000",Medium,Fully Paid,0,debt_consolidation,36.47,High Risk,Medium,9.57,15.79,MEDIUM RISK
162203,"13,650",D,4,MORTGAGE,"35,500",Low,Charged Off,1,debt_consolidation,21.75,Medium Risk,Medium,38.45,10.7,MEDIUM RISK
243696,"1,600",B,2,MORTGAGE,"70,000",Medium,Current,0,vacation,25.46,Medium Risk,Small,2.29,11.38,MEDIUM RISK
221477,"9,875",C,3,MORTGAGE,"55,000",Medium,Fully Paid,0,credit_card,1.96,Low Risk,Medium,17.95,2.38,LOW RISK
461030,"11,725",D,4,MORTGAGE,"47,300",Medium,Charged Off,1,debt_consolidation,38.54,High Risk,Medium,24.79,17.42,MEDIUM RISK
372957,"30,000",B,2,RENT,"70,000",Medium,Fully Paid,0,debt_consolidation,13.03,Low Risk,Large,42.86,6.61,LOW RISK
93756,"13,625",D,4,OWN,"38,000",Low,Fully Paid,0,home_improvement,24.98,Medium Risk,Medium,35.86,11.79,MEDIUM RISK
193541,"9,000",B,2,RENT,"60,000",Medium,Charged Off,1,credit_card,21.2,Medium Risk,Medium,15,9.88,LOW RISK
255738,"15,000",C,3,RENT,"200,000",High,Fully Paid,0,debt_consolidation,9.28,Low Risk,Large,7.5,5.51,LOW RISK
340687,"7,000",C,3,RENT,"45,000",Medium,Fully Paid,0,debt_consolidation,24.03,Medium Risk,Medium,15.56,11.41,MEDIUM RISK
382242,"35,000",B,2,MORTGAGE,"95,000",High,Current,0,credit_card,25.8,Medium Risk,Large,36.84,11.52,MEDIUM RISK
201642,"12,000",A,1,MORTGAGE,"42,000",Medium,Fully Paid,0,debt_consolidation,17.26,Low Risk,Medium,28.57,7.7,LOW RISK
234638,"6,000",A,1,MORTGAGE,"50,000",Medium,Fully Paid,0,credit_card,4.46,Low Risk,Medium,12,2.58,LOW RISK
606280,"24,000",A,1,MORTGAGE,"65,000",Medium,Fully Paid,0,debt_consolidation,15.27,Low Risk,Large,36.92,6.91,LOW RISK
355504,"8,000",D,4,OWN,"68,000",Medium,Current,0,debt_consolidation,12.74,Low Risk,Medium,11.76,6.9,LOW RISK
384279,"9,600",B,2,MORTGAGE,"53,000",Medium,Charged Off,1,debt_consolidation,18.52,Low Risk,Medium,18.11,8.61,LOW RISK
163876,"30,000",D,4,RENT,"90,000",High,Fully Paid,0,credit_card,12.8,Low Risk,Large,33.33,7.32,LOW RISK
253630,"35,000",C,3,OWN,"94,000",High,Current,0,credit_card,31.38,Medium Risk,Large,37.23,13.95,MEDIUM RISK
421399,"9,000",B,2,RENT,"72,000",Medium,Fully Paid,0,credit_card,8.48,Low Risk,Medium,12.5,4.79,LOW RISK
238298,"12,000",C,3,MORTGAGE,"58,000",Medium,Current,0,debt_consolidation,12.77,Low Risk,Medium,20.69,6.71,LOW RISK
305124,"3,000",C,3,MORTGAGE,"53,000",Medium,Current,0,debt_consolidation,35.68,High Risk,Small,5.66,15.87,MEDIUM RISK
115486,"4,200",E,5,OWN,"14,000",Low,Fully Paid,0,moving,20.5,Medium Risk,Small,30,10.4,MEDIUM RISK
313955,"15,000",B,2,RENT,"130,000",High,Late (31-120 days),0,debt_consolidation,5.82,Low Risk,Large,11.54,3.73,LOW RISK
607753,"24,500",C,3,MORTGAGE,"72,000",Medium,Fully Paid,0,debt_consolidation,21.27,Medium Risk,Large,34.03,10.11,MEDIUM RISK
16741,"12,000",A,1,OWN,"110,000",High,Fully Paid,0,debt_consolidation,19.64,Low Risk,Medium,10.91,8.46,LOW RISK
249985,"9,925",C,3,RENT,"77,000",Medium,Current,0,debt_consolidation,27.74,Medium Risk,Medium,12.89,12.9,MEDIUM RISK
163267,"30,000",B,2,RENT,"140,000",High,Fully Paid,0,credit_card,19.07,Low Risk,Large,21.43,9.03,LOW RISK
376849,"3,200",F,6,RENT,"33,000",Low,Current,0,other,28.51,Medium Risk,Small,9.7,14.4,MEDIUM RISK
44466,"24,000",D,4,MORTGAGE,"89,800",High,Current,0,credit_card,15.84,Low Risk,Large,26.73,8.34,LOW RISK
424287,"2,100",C,3,MORTGAGE,"80,000",High,Fully Paid,0,vacation,28.42,Medium Risk,Small,2.63,12.97,MEDIUM RISK
35339,"16,000",A,1,MORTGAGE,"110,000",High,Fully Paid,0,home_improvement,11.66,Low Risk,Large,14.55,5.46,LOW RISK
189885,"21,825",D,4,MORTGAGE,"52,000",Medium,Fully Paid,0,debt_consolidation,32.59,Medium Risk,Large,41.97,15.04,MEDIUM RISK
202691,"5,000",C,3,RENT,"19,000",Low,Fully Paid,0,other,14.02,Low Risk,Medium,26.32,7.41,LOW RISK
288152,"10,000",D,4,RENT,"75,000",Medium,Charged Off,1,debt_consolidation,33.1,Medium Risk,Medium,13.33,15.44,MEDIUM RISK
284520,"28,800",A,1,MORTGAGE,"149,000",High,Fully Paid,0,debt_consolidation,13.68,Low Risk,Large,19.33,6.27,LOW RISK
647275,"9,800",B,2,RENT,"40,000",Medium,Fully Paid,0,debt_consolidation,6.57,Low Risk,Medium,24.5,4.03,LOW RISK
399021,"15,000",B,2,MORTGAGE,"84,302",High,Current,0,debt_consolidation,30.53,Medium Risk,Large,17.79,13.41,MEDIUM RISK
205500,"20,000",B,2,RENT,"140,000",High,Charged Off,1,credit_card,31.07,Medium Risk,Large,14.29,13.83,MEDIUM RISK
562622,"27,000",B,2,MORTGAGE,"88,000",High,Current,0,debt_consolidation,22.12,Medium Risk,Large,30.68,10.05,MEDIUM RISK
220304,"1,500",F,6,RENT,"12,864",Low,Fully Paid,0,other,9.24,Low Risk,Small,11.66,6.7,LOW RISK
438149,"10,000",C,3,RENT,"85,000",High,Charged Off,1,car,19.47,Low Risk,Medium,11.76,9.59,LOW RISK
586818,"15,000",A,1,RENT,"60,000",Medium,Fully Paid,0,credit_card,15.49,Low Risk,Large,25,7.2,LOW RISK
550762,"7,000",C,3,RENT,"39,000",Low,Current,0,debt_consolidation,14.15,Low Risk,Medium,17.95,7.46,LOW RISK
58452,"10,000",C,3,RENT,"51,000",Medium,Charged Off,1,other,20.63,Medium Risk,Medium,19.61,10.05,MEDIUM RISK
195278,"16,000",B,2,MORTGAGE,"260,000",High,Fully Paid,0,debt_consolidation,6.19,Low Risk,Large,6.15,3.68,LOW RISK
346322,"30,000",B,2,RENT,"108,000",High,Current,0,debt_consolidation,13.64,Low Risk,Large,27.78,6.86,LOW RISK
247314,"35,000",E,5,RENT,"109,000",High,Fully Paid,0,debt_consolidation,15.5,Low Risk,Large,32.11,8.8,LOW RISK
551413,"7,200",B,2,MORTGAGE,"115,000",High,Fully Paid,0,debt_consolidation,13.15,Low Risk,Medium,6.26,6.46,LOW RISK
561736,"25,000",A,1,MORTGAGE,"60,000",Medium,Current,0,credit_card,23.22,Medium Risk,Large,41.67,10.09,MEDIUM RISK
444480,"33,000",B,2,MORTGAGE,"95,000",High,Current,0,credit_card,18.25,Low Risk,Large,34.74,8.5,LOW RISK
326496,"12,000",B,2,RENT,"40,000",Medium,Current,0,debt_consolidation,9.81,Low Risk,Medium,30,5.32,LOW RISK
522508,"15,000",D,4,MORTGAGE,"90,000",High,Fully Paid,0,major_purchase,10.23,Low Risk,Large,16.67,6.09,LOW RISK
30306,"22,000",C,3,RENT,"65,000",Medium,Fully Paid,0,credit_card,36.61,High Risk,Large,33.85,16.44,MEDIUM RISK
170774,"6,325",B,2,MORTGAGE,"70,000",Medium,Fully Paid,0,major_purchase,26.04,Medium Risk,Medium,9.04,11.62,MEDIUM RISK
129573,"29,325",D,4,MORTGAGE,"64,000",Medium,Fully Paid,0,debt_consolidation,29.98,Medium Risk,Large,45.82,13.99,MEDIUM RISK
532420,"3,600",B,2,MORTGAGE,"54,690",Medium,Fully Paid,0,credit_card,6.23,Low Risk,Small,6.58,3.69,LOW RISK
550051,"21,000",B,2,MORTGAGE,"125,000",High,Fully Paid,0,debt_consolidation,10.17,Low Risk,Large,16.8,5.27,LOW RISK
543286,"25,000",C,3,MORTGAGE,"80,000",High,Fully Paid,0,debt_consolidation,18.33,Low Risk,Large,31.25,8.93,LOW RISK
176584,"10,000",B,2,RENT,"92,000",High,Fully Paid,0,debt_consolidation,16.03,Low Risk,Medium,10.87,7.81,LOW RISK
12717,"10,000",A,1,OWN,"48,000",Medium,Charged Off,1,debt_consolidation,3.8,Low Risk,Medium,20.83,2.12,LOW RISK
411374,"24,000",B,2,OWN,"48,000",Medium,Fully Paid,0,home_improvement,15.08,Low Risk,Large,50,7.03,LOW RISK
487997,"35,000",B,2,RENT,"115,000",High,Charged Off,1,debt_consolidation,25.13,Medium Risk,Large,30.43,11.45,MEDIUM RISK
329877,"30,000",C,3,MORTGAGE,"65,000",Medium,Current,0,credit_card,26.5,Medium Risk,Large,46.15,12.2,MEDIUM RISK
237866,"6,700",A,1,MORTGAGE,"75,000",Medium,Fully Paid,0,debt_consolidation,24.31,Medium Risk,Medium,8.93,10.52,MEDIUM RISK
202112,"14,400",B,2,MORTGAGE,"54,000",Medium,Current,0,credit_card,25.16,Medium Risk,Medium,26.67,11.26,MEDIUM RISK
234587,"35,000",D,4,MORTGAGE,"320,000",High,Fully Paid,0,debt_consolidation,7.91,Low Risk,Large,10.94,5.16,LOW RISK
236720,"5,525",D,4,RENT,"60,000",Medium,Charged Off,1,debt_consolidation,17.58,Low Risk,Medium,9.21,9.23,LOW RISK
351386,"16,000",B,2,MORTGAGE,"84,000",High,Current,0,credit_card,6.86,Low Risk,Large,19.05,3.94,LOW RISK
425569,"25,000",C,3,RENT,"80,000",High,Charged Off,1,debt_consolidation,11.16,Low Risk,Large,31.25,6.26,LOW RISK
263163,"35,000",D,4,MORTGAGE,"120,000",High,Current,0,debt_consolidation,17.57,Low Risk,Large,29.17,9.03,LOW RISK
380317,"24,000",B,2,MORTGAGE,"300,000",High,Fully Paid,0,credit_card,16.49,Low Risk,Large,8,7.8,LOW RISK
453882,"7,375",D,4,OWN,"92,000",High,Current,0,home_improvement,15.69,Low Risk,Medium,8.02,8.08,LOW RISK
581577,"12,200",C,3,MORTGAGE,"214,000",High,Current,0,debt_consolidation,14.09,Low Risk,Medium,5.7,7.24,LOW RISK
618391,"4,200",C,3,OWN,"16,500",Low,Fully Paid,0,credit_card,16.44,Low Risk,Small,25.45,7.98,LOW RISK
274511,"20,825",F,6,RENT,"57,888",Medium,Current,0,debt_consolidation,25.46,Medium Risk,Large,35.97,13.18,MEDIUM RISK
415281,"10,650",B,2,MORTGAGE,"45,000",Medium,Fully Paid,0,credit_card,15.73,Low Risk,Medium,23.67,7.49,LOW RISK
116083,"12,000",C,3,MORTGAGE,"82,000",High,Fully Paid,0,debt_consolidation,13.7,Low Risk,Medium,14.63,7.08,LOW RISK
52394,"28,000",A,1,MORTGAGE,"85,750",High,Fully Paid,0,home_improvement,25.74,Medium Risk,Large,32.65,11.1,MEDIUM RISK
369145,"20,000",B,2,MORTGAGE,"92,000",High,Fully Paid,0,debt_consolidation,31.87,Medium Risk,Large,21.74,13.95,MEDIUM RISK
532950,"24,000",D,4,MORTGAGE,"112,000",High,Fully Paid,0,credit_card,12.88,Low Risk,Large,21.43,7.15,LOW RISK
373019,"17,000",B,2,MORTGAGE,"71,000",Medium,Current,0,debt_consolidation,20.79,Medium Risk,Large,23.94,9.52,LOW RISK
653754,"11,325",D,4,RENT,"39,500",Low,Current,0,debt_consolidation,21.45,Medium Risk,Medium,28.67,10.78,MEDIUM RISK
649180,"22,000",A,1,MORTGAGE,"86,000",High,Fully Paid,0,credit_card,10.18,Low Risk,Large,25.58,4.87,LOW RISK
209683,"15,000",D,4,RENT,"43,000",Medium,Fully Paid,0,debt_consolidation,33.01,Medium Risk,Large,34.88,15.4,MEDIUM RISK
112212,"17,000",A,1,MORTGAGE,"80,000",High,Fully Paid,0,debt_consolidation,3.18,Low Risk,Large,21.25,2.07,LOW RISK
242717,"4,000",C,3,RENT,"28,000",Low,Current,0,credit_card,23.23,Medium Risk,Small,14.29,11.09,MEDIUM RISK
351570,"30,000",E,5,MORTGAGE,"60,000",Medium,Fully Paid,0,home_improvement,23.78,Medium Risk,Large,50,11.91,MEDIUM RISK
529195,"6,000",A,1,MORTGAGE,"85,000",High,Fully Paid,0,debt_consolidation,28.72,Medium Risk,Medium,7.06,12.29,MEDIUM RISK
455769,"30,825",F,6,MORTGAGE,"70,096",Medium,Fully Paid,0,debt_consolidation,15.56,Low Risk,Large,43.98,9.02,LOW RISK
587060,"12,000",C,3,RENT,"55,000",Medium,Current,0,debt_consolidation,30.79,Medium Risk,Medium,21.82,14.12,MEDIUM RISK
471797,"12,000",G,7,RENT,"47,000",Medium,Fully Paid,0,debt_consolidation,27.29,Medium Risk,Medium,25.53,14.32,MEDIUM RISK
166375,"10,000",C,3,RENT,"55,000",Medium,Fully Paid,0,debt_consolidation,9.73,Low Risk,Medium,18.18,5.69,LOW RISK
201353,"28,000",C,3,MORTGAGE,"160,000",High,Fully Paid,0,debt_consolidation,14,Low Risk,Large,17.5,7.2,LOW RISK
487176,"19,000",B,2,MORTGAGE,"90,000",High,Current,0,credit_card,19.79,Low Risk,Large,21.11,9.12,LOW RISK
133886,"11,000",D,4,MORTGAGE,"52,500",Medium,In Grace Period,0,debt_consolidation,13.49,Low Risk,Medium,20.95,7.4,LOW RISK
